Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
68,3.0,0.0,0.0,474.0,8.0,85.0,8773.0,0.1,126.69999999999996,0.0,0.0,2144.7486844062805,,,,,,,,,,,,,,,,,,,,,49.403012788589216,41.293820871732144,122.7461133936438,-10.870039970012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,563.0,9.0,89.0,8862.0,0.1,57.29999999999991,0.0,0.0,2153.3738696575165,,,,,,,,,,,,,,,,,,,,,7.189053790140692,20.730252538406678,56.773664768549864,-17.711339580503584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,592.0,10.0,29.0,8891.0,0.1,27.10000000000001,0.0,0.0,2156.321073770523,,,,,,,,,,,,,,,,,,,,,5.5130592254181865,11.768992200740357,26.994082453287,-9.980019990002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,641.0,11.0,49.0,8940.0,0.1,6.600000000000023,0.0,0.0,2161.099615573883,,,,,,,,,,,,,,,,,,,,,-17.391076069384255,12.344072358662512,7.467089439188786,-35.00131401455013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,676.0,12.0,35.0,8975.0,0.1,22.000000000000014,0.0,0.0,2164.742144346237,,,,,,,,,,,,,,,,,,,,,-1.3048068078546025,11.769374964404527,22.089825800049226,-16.828167748251836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,799.0,13.0,123.0,9098.0,0.1,168.49999999999983,0.0,0.0,2176.689793586731,,,,,,,,,,,,,,,,,,,,,69.1452775236951,49.52743372452398,160.31560175248887,-11.970039970012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,865.0,14.0,66.0,9164.0,0.1,90.19999999999996,0.0,0.0,2183.4267117977142,,,,,,,,,,,,,,,,,,,,,31.05658493916627,32.332835396387935,88.32683072864161,-13.958069930041987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,896.0,15.0,31.0,9195.0,0.1,27.70000000000001,0.0,0.0,2186.7231748104095,,,,,,,,,,,,,,,,,,,,,4.374895145181852,12.582576111193115,27.61958981053062,-11.970039970012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1086.0,16.0,190.0,9385.0,0.1,247.10000000000025,0.0,0.0,2205.1862046718597,,,,,,,,,,,,,,,,,,,,,100.9047218811499,78.92176691829233,228.38464374542866,-19.475034612682155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1187.0,17.0,101.0,9486.0,0.1,107.69999999999987,0.0,0.0,2215.007666826248,,,,,,,,,,,,,,,,,,,,,31.826146788603523,37.677250508152326,104.6948441678425,-20.571737911582154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1355.0,18.0,168.0,9654.0,0.1,-292.5,0.0,0.0,2231.26935172081,,,,,,,,,,,,,,,,,,,,,-321.1368540383603,103.80870187591225,-10.0,-459.35038158263995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1434.0,19.0,79.0,9733.0,0.1,87.49999999999997,0.0,0.0,2239.435460329056,,,,,,,,,,,,,,,,,,,,,32.54556395370107,28.68106293804043,85.09901337539507,-11.970039970012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1572.0,20.0,138.0,9871.0,0.1,-617.5,0.0,0.0,2252.659992456436,,,,,,,,,,,,,,,,,,,,,-417.5197945652696,192.7853201313943,-10.0,-666.9551988106173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,130.0,1.0,130.0,10001.0,0.1,-1111.5999999999997,0.0,0.0,2518.174763917923,,,,,,,,,,,,,,,,,,,,,-545.797450380589,280.63802487552954,-10.0,-1042.7307502202136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,215.0,2.0,85.0,10086.0,0.1,-621.8,0.0,0.0,2526.666150331497,,,,,,,,,,,,,,,,,,,,,-380.02007814958984,197.2203932341972,-2.0,-612.7390507199161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,285.0,3.0,70.0,10156.0,0.1,-344.29999999999984,0.0,0.0,2533.664095401764,,,,,,,,,,,,,,,,,,,,,-88.95199232272255,116.65751823220965,25.59675059676909,-338.75052283255167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,428.0,4.0,143.0,10299.0,0.1,-854.8999999999997,0.0,0.0,2547.4798698425293,,,,,,,,,,,,,,,,,,,,,-454.0655765287937,242.17218630309185,-10.0,-836.0384555445185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,510.0,5.0,82.0,10381.0,0.1,-491.0,0.0,0.0,2555.435248851776,,,,,,,,,,,,,,,,,,,,,-212.13487631709353,117.65508746040238,-10.0,-474.5535727338933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,559.0,6.0,49.0,10430.0,0.1,-251.0,0.0,0.0,2560.6034433841705,,,,,,,,,,,,,,,,,,,,,-192.80867065243038,82.99457100036659,-10.0,-276.2525562290444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,687.0,7.0,128.0,10558.0,0.1,-129.40000000000023,0.0,0.0,2572.9165799617767,,,,,,,,,,,,,,,,,,,,,35.85650900899994,58.15487627435524,115.62096132090137,-134.2580149249869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,795.0,8.0,108.0,10666.0,0.1,172.49999999999997,0.0,0.0,2583.410163164139,,,,,,,,,,,,,,,,,,,,,76.2418027354404,53.33133129025621,164.59491053072333,-9.980019990002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,883.0,9.0,88.0,10754.0,0.1,60.89999999999982,0.0,0.0,2592.2519698143005,,,,,,,,,,,,,,,,,,,,,5.585920351118554,23.849474050129768,60.52943735437304,-22.134649785502916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,918.0,10.0,35.0,10789.0,0.1,31.20000000000001,0.0,0.0,2595.8502428531647,,,,,,,,,,,,,,,,,,,,,4.541625826875526,14.211734317155539,31.10321842970034,-13.958069930041987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,985.0,11.0,67.0,10856.0,0.1,96.59999999999997,0.0,0.0,2602.5433876514435,,,,,,,,,,,,,,,,,,,,,34.544875621358905,34.6265229320545,94.4743475541297,-13.958069930041987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1047.0,12.0,62.0,10918.0,0.1,48.60000000000004,0.0,0.0,2608.6980831623077,,,,,,,,,,,,,,,,,,,,,9.80869437869786,18.90784961173785,48.087988838208325,-16.613538480503582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1101.0,13.0,54.0,10972.0,0.1,54.699999999999974,0.0,0.0,2614.218159198761,,,,,,,,,,,,,,,,,,,,,14.435028637136023,20.9486049932818,54.028511447979184,-13.745211860111947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1457.0,14.0,356.0,11328.0,0.1,20.600000000000342,0.0,0.0,2647.725041627884,,,,,,,,,,,,,,,,,,,,,-195.4610837825311,168.9424961242605,90.36478503186011,-484.9301412564389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1638.0,15.0,181.0,11509.0,0.1,227.59999999999977,0.0,0.0,2665.068569421768,,,,,,,,,,,,,,,,,,,,,95.50909351192557,67.65324102524671,210.73411156335658,-15.729267748251836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1680.0,16.0,42.0,11551.0,0.1,30.400000000000013,0.0,0.0,2669.333932876587,,,,,,,,,,,,,,,,,,,,,1.2950065166700016,15.243930269814605,30.406392104115998,-18.810239580503584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1794.0,17.0,114.0,11665.0,0.1,155.79999999999993,0.0,0.0,2680.7060463428497,,,,,,,,,,,,,,,,,,,,,57.03270848304893,51.4216404469839,149.59731626815247,-16.828167748251836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1917.0,18.0,123.0,11788.0,0.1,144.29999999999967,0.0,0.0,2692.4254488945007,,,,,,,,,,,,,,,,,,,,,47.236983832081535,47.30892115801793,138.76724671483694,-17.496924942023078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2036.0,19.0,119.0,11907.0,0.1,-164.79999999999995,0.0,0.0,2704.194531440735,,,,,,,,,,,,,,,,,,,,,-186.66213617396548,50.7909041114917,-10.0,-256.77585115550426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2094.0,20.0,58.0,11965.0,0.1,-84.3,0.0,0.0,2709.976031064987,,,,,,,,,,,,,,,,,,,,,-101.52025383963324,29.30684436623533,-10.0,-139.09363000999002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,94.0,1.0,94.0,12059.0,0.1,-708.6999999999999,0.0,0.0,3052.513699531555,,,,,,,,,,,,,,,,,,,,,-328.1249774315276,178.43095379534319,-10.0,-679.2140009092539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,144.0,2.0,50.0,12109.0,0.1,-259.5,0.0,0.0,3057.567789077759,,,,,,,,,,,,,,,,,,,,,-189.00673972191606,78.68240846098426,-10.0,-266.51907530434875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,210.0,3.0,66.0,12175.0,0.1,-369.89999999999964,0.0,0.0,3064.1717851161957,,,,,,,,,,,,,,,,,,,,,-114.8731786270443,121.22653358652899,0.38701324970581497,-363.0440953572342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,246.0,4.0,36.0,12211.0,0.1,-107.39999999999999,0.0,0.0,3067.7567512989044,,,,,,,,,,,,,,,,,,,,,-103.35129837937575,34.93077521486342,-10.0,-139.09363000999002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,325.0,5.0,79.0,12290.0,0.1,-406.69999999999993,0.0,0.0,3075.568319797516,,,,,,,,,,,,,,,,,,,,,-157.3688154127776,100.31796964874262,-10.0,-395.05758369219114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,407.0,6.0,82.0,12372.0,0.1,-347.7999999999997,0.0,0.0,3083.7633216381073,,,,,,,,,,,,,,,,,,,,,-181.99160874388124,145.8715974305952,-0.09499895330079577,-373.14508182483223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,471.0,7.0,64.0,12436.0,0.1,-170.40000000000006,0.0,0.0,3090.1219732761383,,,,,,,,,,,,,,,,,,,,,-25.291984470503344,52.18914341567013,29.57794166526313,-169.11938263978473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,543.0,8.0,72.0,12508.0,0.1,76.59999999999994,0.0,0.0,3097.4379258155823,,,,,,,,,,,,,,,,,,,,,20.049263984873278,29.24939197910773,75.30699166943636,-19.69142934092308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,572.0,9.0,29.0,12537.0,0.1,20.70000000000001,0.0,0.0,3100.5355138778687,,,,,,,,,,,,,,,,,,,,,0.7404473456608198,10.497547015650245,20.7199461994285,-12.858069930041989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,605.0,10.0,33.0,12570.0,0.1,24.10000000000001,0.0,0.0,3104.0255908966064,,,,,,,,,,,,,,,,,,,,,0.460032013377759,12.401184904149916,24.13306093236233,-15.944111860111946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,676.0,11.0,71.0,12641.0,0.1,91.39999999999995,0.0,0.0,3110.9439458847046,,,,,,,,,,,,,,,,,,,,,31.747788959905193,33.02873704769364,89.3244665925653,-14.844111860111948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,733.0,12.0,57.0,12698.0,0.1,73.79999999999995,0.0,0.0,3116.574903488159,,,,,,,,,,,,,,,,,,,,,23.281454287026687,27.74572440283639,72.61812072897673,-13.958069930041987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,789.0,13.0,56.0,12754.0,0.1,72.09999999999997,0.0,0.0,3122.0770711898804,,,,,,,,,,,,,,,,,,,,,26.556428169723805,24.98829722575427,70.7542778238654,-9.980019990002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,889.0,14.0,100.0,12854.0,0.1,131.69999999999993,0.0,0.0,3131.6247503757477,,,,,,,,,,,,,,,,,,,,,42.4427330359683,46.32289372390169,127.71102102743711,-17.73123982513993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1081.0,15.0,192.0,13046.0,0.1,220.19999999999987,0.0,0.0,3150.040749311447,,,,,,,,,,,,,,,,,,,,,82.02678930198077,73.06655425588932,204.86037233832408,-28.671638571653666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1255.0,16.0,174.0,13220.0,0.1,247.6000000000003,0.0,0.0,3166.8784053325653,,,,,,,,,,,,,,,,,,,,,95.54369334802264,77.8343772694156,231.43804200340907,-18.379428017081054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1526.0,17.0,271.0,13491.0,0.1,-382.3,0.0,0.0,3192.718991994858,,,,,,,,,,,,,,,,,,,,,-409.8822780647325,157.6327823916395,-10.0,-660.3040596704124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1572.0,18.0,46.0,13537.0,0.1,31.200000000000024,0.0,0.0,3197.4203538894653,,,,,,,,,,,,,,,,,,,,,0.27735849332040824,15.340832048386334,31.249709678955494,-19.69142934092308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,1648.0,19.0,76.0,13613.0,0.1,72.79999999999984,0.0,0.0,3204.8765172958374,,,,,,,,,,,,,,,,,,,,,15.292675207692843,28.150208797659833,71.7812473977635,-21.669539011582156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,1688.0,20.0,40.0,13653.0,0.1,35.70000000000001,0.0,0.0,3209.0024547576904,,,,,,,,,,,,,,,,,,,,,7.636030410509717,15.647515518069493,35.465454226578565,-13.958069930041987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
